worker	config	task	max_steps	status	successes	total	success_rate	result
3	demo_randomized	place_shoe	500	complete	5	10	0.5	/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_randomized/place_shoe/client/stseed-10000/metrics/place_shoe/res.json
3	demo_randomized	handover_mic	600	complete	8	10	0.8	/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_randomized/handover_mic/client/stseed-10000/metrics/handover_mic/res.json
3	demo_randomized	open_laptop	700	complete	9	10	0.9	/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_randomized/open_laptop/client/stseed-10000/metrics/open_laptop/res.json
3	demo_randomized	place_can_basket	700	complete	9	10	0.9	/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_randomized/place_can_basket/client/stseed-10000/metrics/place_can_basket/res.json
3	demo_randomized	shake_bottle	700	complete	10	10	1	/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_randomized/shake_bottle/client/stseed-10000/metrics/shake_bottle/res.json
3	demo_randomized	stack_bowls_two	900	excluded_max_steps	0	0	0	/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_randomized/stack_bowls_two/client/stseed-10000/metrics/stack_bowls_two/res.json
3	demo_randomized	blocks_ranking_size	1200	excluded_max_steps	0	0	0	/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_randomized/blocks_ranking_size/client/stseed-10000/metrics/blocks_ranking_size/res.json
4	demo_clean	stamp_seal	400	complete	10	10	1	/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/stamp_seal/client/stseed-10000/metrics/stamp_seal/res.json
4	demo_clean	place_phone_stand	400	complete	8	10	0.8	/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/place_phone_stand/client/stseed-10000/metrics/place_phone_stand/res.json
4	demo_clean	place_mouse_pad	400	complete	5	10	0.5	/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/place_mouse_pad/client/stseed-10000/metrics/place_mouse_pad/res.json
4	demo_clean	place_a2b_right	400	complete	8	10	0.8	/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/place_a2b_right/client/stseed-10000/metrics/place_a2b_right/res.json
4	demo_clean	pick_diverse_bottles	400	complete	10	10	1	/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/pick_diverse_bottles/client/stseed-10000/metrics/pick_diverse_bottles/res.json
4	demo_randomized	move_can_pot	400	complete	9	10	0.9	/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_randomized/move_can_pot/client/stseed-10000/metrics/move_can_pot/res.json
4	demo_randomized	scan_object	500	complete	8	10	0.8	/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_randomized/scan_object/client/stseed-10000/metrics/scan_object/res.json
4	demo_clean	place_dual_shoes	600	complete	1	10	0.1	/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/place_dual_shoes/client/stseed-10000/metrics/place_dual_shoes/res.json
4	demo_clean	place_object_basket	700	complete	8	10	0.8	/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/place_object_basket/client/stseed-10000/metrics/place_object_basket/res.json
4	demo_clean	shake_bottle_horizontally	700	complete	10	10	1	/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/shake_bottle_horizontally/client/stseed-10000/metrics/shake_bottle_horizontally/res.json
4	demo_clean	handover_block	800	complete	1	10	0.1	/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/handover_block/client/stseed-10000/metrics/handover_block/res.json
4	demo_clean	stack_blocks_two	800	complete	10	10	1	/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/stack_blocks_two/client/stseed-10000/metrics/stack_blocks_two/res.json
4	demo_randomized	stack_blocks_three	1200	excluded_max_steps	0	0	0	/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_randomized/stack_blocks_three/client/stseed-10000/metrics/stack_blocks_three/res.json
5	demo_clean	turn_switch	400	complete	7	10	0.7	/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/turn_switch/client/stseed-10000/metrics/turn_switch/res.json
5	demo_clean	press_stapler	400	complete	9	10	0.9	/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/press_stapler/client/stseed-10000/metrics/press_stapler/res.json
5	demo_clean	place_object_scale	400	complete	10	10	1	/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/place_object_scale/client/stseed-10000/metrics/place_object_scale/res.json
5	demo_clean	place_container_plate	400	complete	10	10	1	/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/place_container_plate/client/stseed-10000/metrics/place_container_plate/res.json
5	demo_clean	pick_dual_bottles	400	complete	10	10	1	/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/pick_dual_bottles/client/stseed-10000/metrics/pick_dual_bottles/res.json
5	demo_clean	move_playingcard_away	400	complete	10	10	1	/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_clean/move_playingcard_away/client/stseed-10000/metrics/move_playingcard_away/res.json
5	demo_randomized	click_alarmclock	400	complete	10	10	1	/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_randomized/click_alarmclock/client/stseed-10000/metrics/click_alarmclock/res.json
5	demo_randomized	adjust_bottle	400	complete	10	10	1	/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_randomized/adjust_bottle/client/stseed-10000/metrics/adjust_bottle/res.json
5	demo_randomized	place_dual_shoes	600	complete	1	10	0.1	/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_randomized/place_dual_shoes/client/stseed-10000/metrics/place_dual_shoes/res.json
5	demo_randomized	place_object_basket	700	complete	7	10	0.7	/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_randomized/place_object_basket/client/stseed-10000/metrics/place_object_basket/res.json
5	demo_randomized	shake_bottle_horizontally	700	complete	10	10	1	/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_randomized/shake_bottle_horizontally/client/stseed-10000/metrics/shake_bottle_horizontally/res.json
5	demo_randomized	handover_block	800	complete	0	10	0	/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_randomized/handover_block/client/stseed-10000/metrics/handover_block/res.json
5	demo_randomized	stack_blocks_two	800	complete	8	10	0.8	/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_randomized/stack_blocks_two/client/stseed-10000/metrics/stack_blocks_two/res.json
5	demo_randomized	stack_bowls_three	1200	excluded_max_steps	0	0	0	/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/feedback_multinode_80cells_clean30_random50_10_a116e48/demo_randomized/stack_bowls_three/client/stseed-10000/metrics/stack_bowls_three/res.json
